"year","sex","age","deaths"
2006,"female",65,0
2006,"female",70,0
2006,"female",75,4
2006,"female",80,4
2006,"female",85,2
2007,"female",0,0
2007,"female",1,0
2007,"female",5,0
2007,"female",10,0
2007,"female",15,2
2007,"female",20,4
2007,"female",25,2
2007,"female",30,2
2007,"female",35,8
2007,"female",40,0
2007,"female",45,2
2007,"female",50,0
2007,"female",55,0
2007,"female",60,0
2007,"female",65,0
2007,"female",70,2
2007,"female",75,0
2007,"female",80,2
2007,"female",85,0
2008,"female",0,0
2008,"female",1,0
2008,"female",5,0
2008,"female",10,0
2008,"female",15,2
2008,"female",20,2
2008,"female",25,2
2008,"female",30,4
2008,"female",35,2
2008,"female",40,0
2008,"female",45,0
2008,"female",50,0
2008,"female",55,0
2008,"female",60,0
2008,"female",65,0
2008,"female",70,0
2008,"female",75,0
2008,"female",80,0
2008,"female",85,2
2009,"female",0,0
2009,"female",1,0
2009,"female",5,0
2009,"female",10,0
2009,"female",15,0
2009,"female",20,2
2009,"female",25,0
2009,"female",30,0
2009,"female",35,0
2009,"female",40,0
2009,"female",45,0
2009,"female",50,0
2009,"female",55,0
2009,"female",60,0
2009,"female",65,0
2009,"female",70,0
2009,"female",75,4
2009,"female",80,0
2009,"female",85,0
2010,"female",0,0
2010,"female",1,0
2010,"female",5,0
2010,"female",10,0
2010,"female",15,4
2010,"female",20,0
2010,"female",25,0
2010,"female",30,0
2010,"female",35,2
2010,"female",40,0
2010,"female",45,2
2010,"female",50,0
2010,"female",55,0
2010,"female",60,0
2010,"female",65,0
2010,"female",70,0
2010,"female",75,0
2010,"female",80,0
2010,"female",85,0
2011,"female",0,0
2011,"female",1,2
2011,"female",5,0
2011,"female",10,0
2011,"female",15,0
2011,"female",20,2
2011,"female",25,0
2011,"female",30,0
2011,"female",35,6
2011,"female",40,2
2011,"female",45,0
2011,"female",50,0
2011,"female",55,0
2011,"female",60,0
2011,"female",65,0
2011,"female",70,0
2011,"female",75,0
2011,"female",80,2
2011,"female",85,0
2012,"female",0,0
2012,"female",1,2
2012,"female",5,2
2012,"female",10,0
2012,"female",15,2
2012,"female",20,4
2012,"female",25,0
2012,"female",30,0
2012,"female",35,2
2012,"female",40,2
2012,"female",45,0
2012,"female",50,2
2012,"female",55,0
2012,"female",60,0
2012,"female",65,0
2012,"female",70,0
2012,"female",75,0
2012,"female",80,0
2012,"female",85,0
2013,"female",0,0
2013,"female",1,0
2013,"female",5,0
2013,"female",10,0
2013,"female",15,0
2013,"female",20,0
2013,"female",25,6
2013,"female",30,6
2013,"female",35,2
2013,"female",40,2
2013,"female",45,2
2013,"female",50,0
2013,"female",55,0
2013,"female",60,2
2013,"female",65,2
2013,"female",70,2
2013,"female",75,0
2013,"female",80,0
2013,"female",85,2
2014,"female",0,0
2014,"female",1,0
2014,"female",5,0
2014,"female",10,0
2014,"female",15,0
2014,"female",20,2
2014,"female",25,0
2014,"female",30,6
2014,"female",35,2
2014,"female",40,0
2014,"female",45,2
2014,"female",50,0
2014,"female",55,0
2014,"female",60,0
2014,"female",65,0
2014,"female",70,0
2014,"female",75,0
2014,"female",80,0
2014,"female",85,0
2015,"female",0,0
2015,"female",1,0
2015,"female",5,0
2015,"female",10,0
2015,"female",15,4
2015,"female",20,2
2015,"female",25,2
2015,"female",30,2
2015,"female",35,2
2015,"female",40,2
2015,"female",45,2
2015,"female",50,0
2015,"female",55,0
2015,"female",60,0
2015,"female",65,0
2015,"female",70,0
2015,"female",75,0
2015,"female",80,0
2015,"female",85,0
2016,"female",0,0
2016,"female",1,0
2016,"female",5,0
2016,"female",10,0
2016,"female",15,0
2016,"female",20,2
2016,"female",25,2
2016,"female",30,2
2016,"female",35,2
2016,"female",40,0
2016,"female",45,0
2016,"female",50,2
2016,"female",55,2
2016,"female",60,0
2016,"female",65,0
2016,"female",70,2
2016,"female",75,0
2016,"female",80,0
2016,"female",85,4
2017,"female",0,0
2017,"female",1,0
2017,"female",5,0
2017,"female",10,0
2017,"female",15,2
2017,"female",20,4
2017,"female",25,0
2017,"female",30,6
2017,"female",35,6
2017,"female",40,4
2017,"female",45,0
2017,"female",50,2
2017,"female",55,0
2017,"female",60,0
2017,"female",65,0
2017,"female",70,2
2017,"female",75,0
2017,"female",80,0
2017,"female",85,0
2018,"female",0,0
2018,"female",1,0
2018,"female",5,2
2018,"female",10,0
2018,"female",15,2
2018,"female",20,6
2018,"female",25,0
2018,"female",30,2
2018,"female",35,4
2018,"female",40,0
2018,"female",45,0
2018,"female",50,0
2018,"female",55,0
2018,"female",60,0
2018,"female",65,0
2018,"female",70,2
2018,"female",75,0
2018,"female",80,2
2018,"female",85,0
2019,"female",0,0
2019,"female",1,0
2019,"female",5,0
2019,"female",10,0
2019,"female",15,0
2019,"female",20,0
2019,"female",25,0
2019,"female",30,2
2019,"female",35,2
2019,"female",40,2
2019,"female",45,0
2019,"female",50,0
2019,"female",55,0
2019,"female",60,0
2019,"female",65,0
2019,"female",70,0
2019,"female",75,2
2019,"female",80,0
2019,"female",85,0
2020,"female",0,0
2020,"female",1,0
2020,"female",5,0
2020,"female",10,0
2020,"female",15,0
2020,"female",20,6
2020,"female",25,0
2020,"female",30,2
2020,"female",35,4
2020,"female",40,0
2020,"female",45,4
2020,"female",50,0
2020,"female",55,2
2020,"female",60,2
2020,"female",65,2
2020,"female",70,0
2020,"female",75,0
2020,"female",80,2
2020,"female",85,2
2021,"female",0,0
2021,"female",1,0
2021,"female",5,0
2021,"female",10,0
2021,"female",15,0
2021,"female",20,2
2021,"female",25,2
2021,"female",30,2
2021,"female",35,2
2021,"female",40,6
2021,"female",45,0
2021,"female",50,0
2021,"female",55,0
2021,"female",60,0
2021,"female",65,2
2021,"female",70,0
2021,"female",75,0
2021,"female",80,0
2021,"female",85,0
2022,"female",0,0
2022,"female",1,0
2022,"female",5,0
2022,"female",10,0
2022,"female",15,0
2022,"female",20,0
2022,"female",25,0
2022,"female",30,4
2022,"female",35,2
2022,"female",40,0
2022,"female",45,2
2022,"female",50,0
2022,"female",55,4
2022,"female",60,2
2022,"female",65,0
2022,"female",70,0
2022,"female",75,0
2022,"female",80,0
2022,"female",85,0
2023,"female",0,0
2023,"female",1,0
2023,"female",5,0
2023,"female",10,2
2023,"female",15,0
2023,"female",20,0
2023,"female",25,2
2023,"female",30,8
2023,"female",35,2
2023,"female",40,4
2023,"female",45,0
2023,"female",50,2
2023,"female",55,2
2023,"female",60,2
2023,"female",65,0
2023,"female",70,0
2023,"female",75,2
2023,"female",80,0
2023,"female",85,2
2024,"female",0,0
2024,"female",1,0
2024,"female",5,2
2024,"female",10,0
2024,"female",15,0
2024,"female",20,0
2024,"female",25,0
2024,"female",30,0
2024,"female",35,6
2024,"female",40,0
2024,"female",45,4
2024,"female",50,4
2024,"female",55,2
2024,"female",60,0
2024,"female",65,4
2024,"female",70,0
2024,"female",75,2
2024,"female",80,0
2024,"female",85,2
1990,"male",0,0
1990,"male",1,0
1990,"male",5,2
1990,"male",10,0
1990,"male",15,14
1990,"male",20,18
1990,"male",25,14
1990,"male",30,10
1990,"male",35,6
1990,"male",40,10
1990,"male",45,8
1990,"male",50,0
1990,"male",55,8
1990,"male",60,2
1990,"male",65,6
1990,"male",70,2
1990,"male",75,0
1990,"male",80,0
1990,"male",85,0
1991,"male",0,0
1991,"male",1,0
1991,"male",5,0
1991,"male",10,4
1991,"male",15,18
1991,"male",20,10
1991,"male",25,20
1991,"male",30,14
1991,"male",35,16
1991,"male",40,8
1991,"male",45,6
1991,"male",50,0
1991,"male",55,6
1991,"male",60,0
1991,"male",65,8
1991,"male",70,2
1991,"male",75,2
1991,"male",80,0
1991,"male",85,0
1992,"male",0,0
1992,"male",1,0
1992,"male",5,4
1992,"male",10,0
1992,"male",15,12
1992,"male",20,10
1992,"male",25,18
1992,"male",30,2
1992,"male",35,6
1992,"male",40,8
1992,"male",45,4
1992,"male",50,2
1992,"male",55,2
1992,"male",60,2
1992,"male",65,2
1992,"male",70,2
1992,"male",75,0
1992,"male",80,0
1992,"male",85,0
1993,"male",0,2
1993,"male",1,0
1993,"male",5,0
1993,"male",10,2
1993,"male",15,10
1993,"male",20,20
1993,"male",25,22
1993,"male",30,10
1993,"male",35,14
1993,"male",40,6
1993,"male",45,10
1993,"male",50,6
1993,"male",55,4
1993,"male",60,0
1993,"male",65,2
1993,"male",70,2
1993,"male",75,4
1993,"male",80,0
1993,"male",85,2
1994,"male",0,0
1994,"male",1,0
1994,"male",5,0
1994,"male",10,2
1994,"male",15,14
1994,"male",20,14
1994,"male",25,4
1994,"male",30,8
1994,"male",35,14
1994,"male",40,12
1994,"male",45,2
1994,"male",50,2
1994,"male",55,6
1994,"male",60,0
1994,"male",65,10
1994,"male",70,0
1994,"male",75,0
1994,"male",80,0
1994,"male",85,0
1995,"male",0,0
1995,"male",1,0
1995,"male",5,0
1995,"male",10,0
1995,"male",15,2
1995,"male",20,12
1995,"male",25,16
1995,"male",30,14
1995,"male",35,16
1995,"male",40,0
1995,"male",45,4
1995,"male",50,6
1995,"male",55,2
1995,"male",60,4
1995,"male",65,6
1995,"male",70,2
1995,"male",75,0
1995,"male",80,2
1995,"male",85,2
1996,"male",0,0
1996,"male",1,0
1996,"male",5,0
1996,"male",10,0
1996,"male",15,4
1996,"male",20,14
1996,"male",25,14
1996,"male",30,8
1996,"male",35,6
1996,"male",40,14
1996,"male",45,6
1996,"male",50,6
1996,"male",55,0
1996,"male",60,4
1996,"male",65,2
1996,"male",70,0
1996,"male",75,0
1996,"male",80,0
1996,"male",85,0
1997,"male",0,0
1997,"male",1,0
1997,"male",5,0
1997,"male",10,4
1997,"male",15,6
1997,"male",20,10
1997,"male",25,8
1997,"male",30,12
1997,"male",35,12
1997,"male",40,4
1997,"male",45,8
1997,"male",50,2
1997,"male",55,4
1997,"male",60,0
1997,"male",65,4
1997,"male",70,4
1997,"male",75,2
1997,"male",80,0
1997,"male",85,0
1998,"male",0,0
1998,"male",1,0
1998,"male",5,0
1998,"male",10,4
1998,"male",15,8
1998,"male",20,6
1998,"male",25,2
1998,"male",30,4
1998,"male",35,14
1998,"male",40,4
1998,"male",45,8
1998,"male",50,6
1998,"male",55,4
1998,"male",60,0
1998,"male",65,4
1998,"male",70,2
1998,"male",75,0
1998,"male",80,0
1998,"male",85,2
1999,"male",0,0
1999,"male",1,0
1999,"male",5,4
1999,"male",10,0
1999,"male",15,2
1999,"male",20,8
1999,"male",25,4
1999,"male",30,4
1999,"male",35,4
1999,"male",40,2
1999,"male",45,0
1999,"male",50,0
1999,"male",55,6
1999,"male",60,0
1999,"male",65,2
1999,"male",70,4
1999,"male",75,0
1999,"male",80,4
1999,"male",85,4
2000,"male",0,0
2000,"male",1,0
2000,"male",5,0
2000,"male",10,2
2000,"male",15,6
2000,"male",20,10
2000,"male",25,4
2000,"male",30,8
2000,"male",35,2
2000,"male",40,6
2000,"male",45,4
2000,"male",50,6
2000,"male",55,2
2000,"male",60,2
2000,"male",65,0
2000,"male",70,2
2000,"male",75,0
2000,"male",80,0
2000,"male",85,2
2001,"male",0,0
2001,"male",1,0
2001,"male",5,0
2001,"male",10,0
2001,"male",15,14
2001,"male",20,10
2001,"male",25,8
2001,"male",30,4
2001,"male",35,4
2001,"male",40,4
2001,"male",45,2
2001,"male",50,4
2001,"male",55,0
2001,"male",60,8
2001,"male",65,0
2001,"male",70,2
2001,"male",75,6
2001,"male",80,0
2001,"male",85,2
2002,"male",0,0
2002,"male",1,2
2002,"male",5,0
2002,"male",10,0
2002,"male",15,4
2002,"male",20,10
2002,"male",25,4
2002,"male",30,4
2002,"male",35,8
2002,"male",40,6
2002,"male",45,12
2002,"male",50,8
2002,"male",55,10
2002,"male",60,0
2002,"male",65,8
2002,"male",70,2
2002,"male",75,0
2002,"male",80,4
2002,"male",85,2
2003,"male",0,2
2003,"male",1,2
2003,"male",5,0
2003,"male",10,0
2003,"male",15,12
2003,"male",20,10
2003,"male",25,4
2003,"male",30,2
2003,"male",35,12
2003,"male",40,4
2003,"male",45,14
2003,"male",50,2
2003,"male",55,0
2003,"male",60,2
2003,"male",65,2
2003,"male",70,0
2003,"male",75,0
2003,"male",80,4
2003,"male",85,4
2004,"male",0,0
2004,"male",1,0
2004,"male",5,0
2004,"male",10,2
2004,"male",15,6
2004,"male",20,4
2004,"male",25,12
2004,"male",30,6
2004,"male",35,4
2004,"male",40,10
2004,"male",45,2
2004,"male",50,0
2004,"male",55,2
2004,"male",60,2
2004,"male",65,4
2004,"male",70,0
2004,"male",75,4
2004,"male",80,2
2004,"male",85,8
2005,"male",0,0
2005,"male",1,0
2005,"male",5,0
2005,"male",10,0
2005,"male",15,8
2005,"male",20,4
2005,"male",25,14
2005,"male",30,4
2005,"male",35,4
2005,"male",40,6
2005,"male",45,6
2005,"male",50,6
2005,"male",55,4
2005,"male",60,4
2005,"male",65,2
2005,"male",70,0
2005,"male",75,0
2005,"male",80,0
2005,"male",85,2
2006,"male",0,0
2006,"male",1,0
2006,"male",5,0
2006,"male",10,0
2006,"male",15,12
2006,"male",20,2
2006,"male",25,2
2006,"male",30,4
2006,"male",35,10
2006,"male",40,10
2006,"male",45,6
2006,"male",50,10
2006,"male",55,0
2006,"male",60,2
2006,"male",65,2
2006,"male",70,2
2006,"male",75,0
2006,"male",80,0
2006,"male",85,2
2007,"male",0,0
2007,"male",1,0
2007,"male",5,0
2007,"male",10,0
2007,"male",15,8
2007,"male",20,6
2007,"male",25,6
2007,"male",30,6
2007,"male",35,4
2007,"male",40,16
2007,"male",45,12
2007,"male",50,0
2007,"male",55,6
2007,"male",60,0
2007,"male",65,0
2007,"male",70,2
2007,"male",75,6
2007,"male",80,2
2007,"male",85,0
2008,"male",0,0
2008,"male",1,0
2008,"male",5,2
2008,"male",10,0
2008,"male",15,4
2008,"male",20,6
2008,"male",25,14
2008,"male",30,12
2008,"male",35,6
2008,"male",40,8
2008,"male",45,6
2008,"male",50,6
2008,"male",55,0
2008,"male",60,4
2008,"male",65,2
2008,"male",70,2
2008,"male",75,2
2008,"male",80,0
2008,"male",85,0
2009,"male",0,0
2009,"male",1,0
2009,"male",5,0
2009,"male",10,0
2009,"male",15,8
2009,"male",20,10
2009,"male",25,6
2009,"male",30,6
2009,"male",35,8
2009,"male",40,6
2009,"male",45,2
2009,"male",50,4
2009,"male",55,2
2009,"male",60,4
2009,"male",65,6
2009,"male",70,2
2009,"male",75,0
2009,"male",80,0
2009,"male",85,0
2010,"male",0,0
2010,"male",1,2
2010,"male",5,0
2010,"male",10,0
2010,"male",15,6
2010,"male",20,6
2010,"male",25,6
2010,"male",30,10
2010,"male",35,4
2010,"male",40,6
2010,"male",45,6
2010,"male",50,6
2010,"male",55,0
2010,"male",60,2
2010,"male",65,2
2010,"male",70,2
2010,"male",75,2
2010,"male",80,0
2010,"male",85,2
2011,"male",0,2
2011,"male",1,2
2011,"male",5,4
2011,"male",10,0
2011,"male",15,8
2011,"male",20,2
2011,"male",25,8
2011,"male",30,4
2011,"male",35,6
2011,"male",40,14
2011,"male",45,6
2011,"male",50,6
2011,"male",55,8
2011,"male",60,6
2011,"male",65,6
2011,"male",70,0
2011,"male",75,0
2011,"male",80,0
2011,"male",85,0
2012,"male",0,0
2012,"male",1,0
2012,"male",5,0
2012,"male",10,0
2012,"male",15,6
2012,"male",20,4
2012,"male",25,6
2012,"male",30,8
2012,"male",35,4
2012,"male",40,10
2012,"male",45,2
2012,"male",50,8
2012,"male",55,6
2012,"male",60,6
2012,"male",65,4
2012,"male",70,2
2012,"male",75,0
2012,"male",80,0
2012,"male",85,2
2013,"male",0,0
2013,"male",1,0
2013,"male",5,0
2013,"male",10,0
2013,"male",15,10
2013,"male",20,8
2013,"male",25,6
2013,"male",30,16
2013,"male",35,8
2013,"male",40,0
2013,"male",45,10
2013,"male",50,6
2013,"male",55,4
2013,"male",60,4
2013,"male",65,4
2013,"male",70,0
2013,"male",75,0
2013,"male",80,0
2013,"male",85,0
2014,"male",0,2
2014,"male",1,0
2014,"male",5,0
2014,"male",10,0
2014,"male",15,8
2014,"male",20,10
2014,"male",25,12
2014,"male",30,4
2014,"male",35,6
2014,"male",40,6
2014,"male",45,8
2014,"male",50,10
2014,"male",55,14
2014,"male",60,2
2014,"male",65,0
2014,"male",70,2
2014,"male",75,2
2014,"male",80,0
2014,"male",85,0
2015,"male",0,0
2015,"male",1,2
2015,"male",5,0
2015,"male",10,0
2015,"male",15,12
2015,"male",20,16
2015,"male",25,8
2015,"male",30,10
2015,"male",35,8
2015,"male",40,4
2015,"male",45,12
2015,"male",50,4
2015,"male",55,6
2015,"male",60,6
2015,"male",65,2
2015,"male",70,2
2015,"male",75,4
2015,"male",80,2
2015,"male",85,0
2016,"male",0,0
2016,"male",1,2
2016,"male",5,0
2016,"male",10,0
2016,"male",15,6
2016,"male",20,4
2016,"male",25,10
2016,"male",30,8
2016,"male",35,10
2016,"male",40,22
2016,"male",45,12
2016,"male",50,10
2016,"male",55,2
2016,"male",60,14
2016,"male",65,6
2016,"male",70,6
2016,"male",75,2
2016,"male",80,0
2016,"male",85,2
2017,"male",0,0
2017,"male",1,2
2017,"male",5,0
2017,"male",10,0
2017,"male",15,4
2017,"male",20,10
2017,"male",25,4
2017,"male",30,8
2017,"male",35,10
2017,"male",40,12
2017,"male",45,4
2017,"male",50,8
2017,"male",55,2
2017,"male",60,2
2017,"male",65,2
2017,"male",70,6
2017,"male",75,4
2017,"male",80,0
2017,"male",85,0
2018,"male",0,0
2018,"male",1,0
2018,"male",5,0
2018,"male",10,0
2018,"male",15,0
2018,"male",20,10
2018,"male",25,16
2018,"male",30,12
2018,"male",35,16
2018,"male",40,10
2018,"male",45,14
2018,"male",50,6
2018,"male",55,8
2018,"male",60,4
2018,"male",65,2
2018,"male",70,0
2018,"male",75,4
2018,"male",80,0
2018,"male",85,2
2019,"male",0,2
2019,"male",1,0
2019,"male",5,0
2019,"male",10,0
2019,"male",15,2
2019,"male",20,0
2019,"male",25,14
2019,"male",30,16
2019,"male",35,10
2019,"male",40,6
2019,"male",45,16
2019,"male",50,8
2019,"male",55,6
2019,"male",60,4
2019,"male",65,4
2019,"male",70,0
2019,"male",75,2
2019,"male",80,0
2019,"male",85,2
2020,"male",0,2
2020,"male",1,4
2020,"male",5,0
2020,"male",10,0
2020,"male",15,6
2020,"male",20,8
2020,"male",25,16
2020,"male",30,10
2020,"male",35,14
2020,"male",40,10
2020,"male",45,8
2020,"male",50,24
2020,"male",55,4
2020,"male",60,6
2020,"male",65,4
2020,"male",70,6
2020,"male",75,4
2020,"male",80,0
2020,"male",85,0
2021,"male",0,0
2021,"male",1,0
2021,"male",5,0
2021,"male",10,2
2021,"male",15,2
2021,"male",20,14
2021,"male",25,10
2021,"male",30,4
2021,"male",35,12
2021,"male",40,12
2021,"male",45,12
2021,"male",50,8
2021,"male",55,2
2021,"male",60,6
2021,"male",65,8
2021,"male",70,2
2021,"male",75,4
2021,"male",80,4
2021,"male",85,2
2022,"male",0,0
2022,"male",1,0
2022,"male",5,0
2022,"male",10,0
2022,"male",15,6
2022,"male",20,8
2022,"male",25,14
2022,"male",30,16
2022,"male",35,6
2022,"male",40,8
2022,"male",45,4
2022,"male",50,2
2022,"male",55,6
2022,"male",60,14
2022,"male",65,0
2022,"male",70,2
2022,"male",75,0
2022,"male",80,0
2022,"male",85,0
2023,"male",0,0
2023,"male",1,0
2023,"male",5,0
2023,"male",10,2
2023,"male",15,6
2023,"male",20,12
2023,"male",25,8
2023,"male",30,14
2023,"male",35,12
2023,"male",40,8
2023,"male",45,4
2023,"male",50,4
2023,"male",55,10
2023,"male",60,2
2023,"male",65,0
2023,"male",70,6
2023,"male",75,4
2023,"male",80,2
2023,"male",85,0
2024,"male",0,0
2024,"male",1,0
2024,"male",5,0
2024,"male",10,0
2024,"male",15,4
2024,"male",20,14
2024,"male",25,4
2024,"male",30,4
2024,"male",35,16
2024,"male",40,6
2024,"male",45,8
2024,"male",50,6
2024,"male",55,12
2024,"male",60,6
2024,"male",65,6
2024,"male",70,6
2024,"male",75,4
2024,"male",80,2
2024,"male",85,0
